653635	15008	
100422834	137	
645520	1470	
79501	917	
729737	5793	
100507658	1112	
100132287	4689	
100288646	12717	
729759	938	
100131754	1322	
81399	36208	
100287654	12737	
100133331	4592	
100288069	13823	
100287934	1259	
400728	2463	
79854	1316	
643837	31855	
100506327	11999	
284593	8731	
284600	15351	
100130417	2874	
148398	18840	
26155	15096	
339451	5616	
84069	9288	
84808	6919	
57801	2090	
9636	1073	
375790	36017	
401934	8672	
54991	34545	
406984	94	
406983	89	
554210	82	
100506376	6593	
254173	24227	
8784	4392	
7293	5486	
51150	15159	
126792	2792	
388581	4772	
118424	19942	
6339	11614	
116983	15541	
126789	3115	
54973	13102	
80772	4140	
83756	3996	
1855	13864	
54587	10852	
100506404	19276	
54998	1708	
81669	13627	
148413	2516	
55052	5417	
441869	4141	
643965	1659	
100288271	3988	
64856	7359	
219293	20469	
83858	37734	
55210	22544	
339453	5582	
29101	33209	
643988	2088	
142678	15422	
8510	2973	
984	24613	
728661	31326	
8511	1869	
728642	22182	
100506482	2792	
9906	21161	
65220	29282	
2782	105832	
163688	3543	
339456	1711	
85452	81886	
2563	11424	
5590	134925	
100506504	2365	
199990	28260	
100128003	4542	
6497	81518	
79906	70498	
100129534	2247	
11079	14130	
5192	7820	
9651	93049	
55229	18097	
388585	1809	
115110	7091	
100133445	1242	
8764	9855	
100506589	17998	
127281	5009	
79258	42403	
100287898	152749	
140625	1421	
440556	8108	
63976	369596	
100422968	60	
27237	26532	
1953	136815	
693135	95	
127262	5139	
49856	19340	
7161	83636	
100506635	554	
57212	11389	
148870	19247	
388588	3221	
57470	16284	
9731	45306	
1677	28286	
339448	11160	
100133612	15043	
728716	11971	
284661	12633	
55966	137743	
261734	129665	
8514	108895	
26038	78347	
6146	14599	
388591	15824	
23463	14791	
148645	3204	
390992	1386	
387509	13629	
11332	129494	
100130071	777	
54626	4687	
83715	36591	
100422975	62	
8718	5044	
57449	53969	
79707	33251	
80835	24479	
3104	9313	
9903	12174	
148479	10337	
90326	10941	
55735	67738	
100505887	5267	
23261	984382	
100505935	35150	
100505910	1762	
9341	10163	
